song_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Nikos Stavros Adonis,Dimitris Zervoudakis,Klis' Ta Matia Sou Ke Kita,0.889,0.45,-11.669,0.0656,0.0799,0.0,0.104,0.489,110.098
Tou Paramithiou To Nima,Dimitris Zervoudakis,Klis' Ta Matia Sou Ke Kita,0.732,0.423,-14.026,0.0463,0.223,0.000642,0.125,0.395,82.094
Klis' Ta matia Sou Ke Kita,Dimitris Zervoudakis,Klis' Ta Matia Sou Ke Kita,0.553,0.164,-17.383,0.0378,0.858,3.07e-06,0.106,0.352,118.859
Simea Flegomeni,Dimitris Zervoudakis,Klis' Ta Matia Sou Ke Kita,0.605,0.393,-12.287,0.0605,0.0778,1.9e-06,0.11,0.392,173.738
Stou Hronou To Alonisma,Dimitris Zervoudakis,Klis' Ta Matia Sou Ke Kita,0.627,0.288,-14.851,0.034,0.339,0.000229,0.149,0.212,153.966
Poli Gialino Karavi,Dimitris Zervoudakis,Klis' Ta Matia Sou Ke Kita,0.59,0.287,-15.732,0.0347,0.422,1.05e-05,0.115,0.255,150.175
O Le Le,Dimitris Zervoudakis,To Mesa Mou Vouno,0.35,0.649,-8.327,0.0412,0.248,0.135,0.134,0.491,163.916
Mia Mia,Dimitris Zervoudakis,To Mesa Mou Vouno,0.529,0.675,-6.455,0.0429,0.257,0.0,0.1,0.719,150.146
O Thymos Mou,Dimitris Zervoudakis,To Mesa Mou Vouno,0.478,0.68,-6.341,0.0337,0.0994,0.0,0.115,0.529,146.411
Mavri Mera,Dimitris Zervoudakis,To Mesa Mou Vouno,0.633,0.777,-5.364,0.0311,0.0213,1.45e-05,0.27,0.468,134.968
So Parchar,Dimitris Zervoudakis,To Mesa Mou Vouno,0.493,0.203,-13.15,0.0351,0.829,0.0195,0.138,0.0466,108.85
Apo Kalo Ki Apo Kako,Dimitris Zervoudakis,To Mesa Mou Vouno,0.652,0.396,-6.979,0.0498,0.273,0.0,0.0615,0.275,82.001
To Fegari,Dimitris Zervoudakis,To Mesa Mou Vouno,0.571,0.733,-5.59,0.0416,0.104,0.00227,0.1,0.711,165.948
I Mnimi Mou Egine Giagia,Dimitris Zervoudakis,To Mesa Mou Vouno,0.762,0.745,-6.416,0.0426,0.0109,1.29e-05,0.09,0.828,132.074
Kita Na Min Chathis,Dimitris Zervoudakis,To Mesa Mou Vouno,0.502,0.642,-6.014,0.0303,0.0219,0.0049,0.108,0.257,80.0
I Fyles,Dimitris Zervoudakis,To Mesa Mou Vouno,0.536,0.578,-7.605,0.0347,0.146,0.000359,0.087,0.848,82.752
Ta Malgara,Dimitris Zervoudakis,To Mesa Mou Vouno,0.689,0.661,-8.195,0.0383,0.141,2.33e-05,0.114,0.723,95.451
Apocheretismos,Dimitris Zervoudakis,To Mesa Mou Vouno,0.494,0.332,-8.354,0.222,0.953,0.0,0.72,0.601,92.902
Ta xotika,Dimitris Zervoudakis,Panselini hora,0.521,0.566,-8.51,0.0535,0.579,8.16e-06,0.099,0.187,76.909
Krata me,Dimitris Zervoudakis,Panselini hora,0.723,0.751,-7.083,0.0256,0.102,0.000113,0.0941,0.331,114.981
Mesimeri,Dimitris Zervoudakis,Panselini hora,0.478,0.64,-7.342,0.048,0.0924,2.42e-06,0.176,0.663,173.539
T' agiopetritika paidia,Dimitris Zervoudakis,Panselini hora,0.548,0.544,-9.228,0.0351,0.355,0.000971,0.105,0.554,89.815
Grammi,Dimitris Zervoudakis,Panselini hora,0.658,0.74,-7.062,0.0355,0.232,1.44e-06,0.375,0.596,138.221
Erxetai i agapi,Dimitris Zervoudakis,Panselini hora,0.681,0.548,-8.935,0.0272,0.322,2.28e-05,0.1,0.424,113.939
Panselini hora,Dimitris Zervoudakis,Panselini hora,0.676,0.687,-8.245,0.0393,0.136,6.38e-06,0.226,0.478,105.794
Ta megala mystika,Dimitris Zervoudakis,Panselini hora,0.752,0.53,-8.598,0.0305,0.573,0.00136,0.328,0.542,119.875
Ayto to ax na mhn to les,Dimitris Zervoudakis,Panselini hora,0.655,0.192,-15.685,0.0497,0.979,0.187,0.0988,0.261,118.664
Pano apo tis poleis,Dimitris Zervoudakis,Panselini hora,0.601,0.682,-8.774,0.0237,0.137,0.0242,0.0938,0.508,99.9
Skeftomai n allaxo symperifora,Dimitris Zervoudakis,Panselini hora,0.708,0.481,-10.156,0.0395,0.398,0.00672,0.355,0.599,161.992
O zografos,Dimitris Zervoudakis,Panselini hora,0.625,0.33,-12.278,0.0338,0.574,5.45e-05,0.11,0.0792,80.075
Tou harri,Dimitris Zervoudakis,Panselini hora,0.62,0.481,-10.571,0.038,0.377,0.0,0.107,0.535,95.484
Mporei,Dimitris Zervoudakis,Panselini hora,0.551,0.471,-9.864,0.0392,0.195,0.000921,0.113,0.0442,119.321
Platia Navarinou,Dimitris Zervoudakis,Apo Marti Kalokeri,0.617,0.532,-11.072,0.0406,0.246,0.0,0.118,0.437,126.052
Nihta - Nihtia,Dimitris Zervoudakis,Apo Marti Kalokeri,0.643,0.239,-14.594,0.028,0.0799,3.92e-05,0.0646,0.441,138.05
Proino Oniro,Dimitris Zervoudakis,Apo Marti Kalokeri,0.693,0.512,-11.548,0.0305,0.475,0.000179,0.151,0.778,100.061
Ipogii Fili,Dimitris Zervoudakis,Apo Marti Kalokeri,0.51,0.443,-11.971,0.0317,0.257,1.41e-06,0.16,0.274,150.042
Stous Dromous,Dimitris Zervoudakis,Apo Marti Kalokeri,0.564,0.447,-11.028,0.0314,0.32,0.0,0.144,0.495,157.197
Sirhasirim,Dimitris Zervoudakis,Apo Marti Kalokeri,0.527,0.409,-12.752,0.0291,0.344,0.000574,0.22,0.223,95.022
Larla,Dimitris Zervoudakis,Apo Marti Kalokeri,0.58,0.248,-12.906,0.0377,0.787,0.00218,0.117,0.242,141.836
Sti Venetia,Dimitris Zervoudakis,Apo Marti Kalokeri,0.692,0.46,-14.834,0.054,0.589,0.000216,0.111,0.745,164.246
Tragoudi Ine Pou Fevgi,Dimitris Zervoudakis,Apo Marti Kalokeri,0.419,0.206,-15.333,0.0456,0.91,0.00182,0.116,0.27,81.636
Mana Mou Gi,Dimitris Zervoudakis,Apo Marti Kalokeri,0.583,0.399,-12.305,0.0412,0.539,0.000589,0.108,0.298,160.726
Enohos,Dimitris Zervoudakis,Akrovatis,0.667,0.46,-14.757,0.0378,0.867,0.0054,0.102,0.351,90.243
Gramma S' Enan Piiti,Dimitris Zervoudakis,Akrovatis,0.688,0.307,-15.252,0.0453,0.808,1.04e-06,0.379,0.675,139.769
Harakia,Dimitris Zervoudakis,Akrovatis,0.511,0.4,-13.926,0.0405,0.488,0.0,0.0958,0.528,89.284
Adespoti Mines,Dimitris Zervoudakis,Akrovatis,0.652,0.222,-16.07,0.0407,0.918,1.56e-05,0.0889,0.323,101.16
Asimenio Potamaki,Dimitris Zervoudakis,Akrovatis,0.588,0.494,-13.285,0.0398,0.539,3.74e-06,0.0634,0.819,120.269
Thessaloniki-Athina-Avlona,Dimitris Zervoudakis,Akrovatis,0.623,0.337,-14.32,0.0329,0.805,0.0,0.0692,0.684,89.632
Ouranos Me Dio Feggaria,Dimitris Zervoudakis,Akrovatis,0.695,0.282,-13.695,0.0473,0.782,0.0,0.0985,0.498,107.639
Akrovatis,Dimitris Zervoudakis,Akrovatis,0.607,0.471,-15.262,0.0706,0.788,2.13e-06,0.288,0.513,90.426
Mes' Tou Kapani Tis Stoes,Dimitris Zervoudakis,Akrovatis,0.652,0.504,-13.258,0.0559,0.677,0.0,0.391,0.906,144.888
Treli Zografia,Dimitris Zervoudakis,Akrovatis,0.633,0.4,-14.958,0.043,0.712,0.000202,0.105,0.625,123.451
Eisagogi,Dimos Moutsis,Agios Fevrouarios,0.375,0.304,-14.915,0.0503,0.394,0.832,0.246,0.0633,122.485
Agios Fevrouarios,Dimos Moutsis,Agios Fevrouarios,0.349,0.188,-17.708,0.0342,0.353,0.0,0.0736,0.245,150.495
Allos Gia Chio Travixe,Dimos Moutsis,Agios Fevrouarios,0.596,0.315,-13.947,0.0296,0.727,0.0,0.326,0.596,105.677
To Spiti Stin Aniforia,Dimos Moutsis,Agios Fevrouarios,0.519,0.349,-14.339,0.0364,0.67,0.0,0.132,0.65,114.874
O Charos Vgike Pagania,Dimos Moutsis,Agios Fevrouarios,0.42,0.427,-12.216,0.033,0.599,0.0,0.579,0.744,207.876
Sti Smyrni Kai Sto Aivali,Dimos Moutsis,Agios Fevrouarios,0.355,0.187,-15.718,0.0371,0.742,0.0,0.144,0.164,132.31
Stamatis Komninos,Dimos Moutsis,Agios Fevrouarios,0.424,0.3,-12.851,0.0341,0.531,0.0,0.051,0.358,80.092
Ki An Ftaiei Kaneis,Dimos Moutsis,Agios Fevrouarios,0.466,0.465,-12.309,0.0361,0.721,0.0,0.0932,0.707,100.938
To Komodino,Dimos Moutsis,Agios Fevrouarios,0.322,0.331,-15.664,0.0309,0.731,0.000127,0.105,0.429,142.226
I Sousta Pigaine Brosta,Dimos Moutsis,Agios Fevrouarios,0.465,0.401,-11.526,0.0305,0.544,0.0,0.113,0.526,134.712
Agios Fevrouarios - Finale,Dimos Moutsis,Agios Fevrouarios,0.378,0.231,-16.36,0.0311,0.338,0.0,0.236,0.418,149.161
Oi Gkomenes - Intro,Dimos Moutsis,Enehyro,0.653,0.8,-7.038,0.0705,0.493,1.24e-06,0.103,0.647,152.389
O Antonis B.,Dimos Moutsis,Enehyro,0.37,0.556,-7.923,0.0364,0.737,0.000138,0.134,0.105,101.692
Apologia,Dimos Moutsis,Enehyro,0.405,0.641,-7.877,0.0873,0.466,0.0,0.277,0.635,153.959
Trigyro,Dimos Moutsis,Enehyro,0.511,0.452,-7.505,0.0273,0.565,0.0,0.119,0.38,119.555
N. Yorki 5/12/82,Dimos Moutsis,Enehyro,0.398,0.449,-8.315,0.0414,0.76,0.000831,0.0999,0.158,149.472
Kyrie Tzafolia - Kati Symvainei Edo...,Dimos Moutsis,Enehyro,0.301,0.652,-7.493,0.0506,0.55,0.0,0.304,0.477,96.512
Eho Ena Theo,Dimos Moutsis,Enehyro,0.644,0.818,-6.231,0.0499,0.537,0.0,0.0975,0.791,149.46
Walkman,Dimos Moutsis,Enehyro,0.582,0.542,-8.1,0.0255,0.756,0.0186,0.501,0.433,90.058
T' Oneiro,Dimos Moutsis,Na!...,0.503,0.285,-14.269,0.0426,0.573,0.00157,0.0933,0.247,151.957
Paixe Marko To Bouzouki Sou Gia Mena,Dimos Moutsis,Na!...,0.713,0.553,-11.417,0.0306,0.329,1.44e-06,0.0572,0.947,138.895
Na!...,Dimos Moutsis,Na!...,0.78,0.61,-13.424,0.049,0.516,0.0,0.0659,0.692,117.456
Mia Fysarmonika Pou Klaiei,Dimos Moutsis,Na!...,0.385,0.225,-15.501,0.0282,0.389,1.87e-06,0.128,0.182,91.218
Mi To Psachneis...Den Peirazei,Dimos Moutsis,Na!...,0.761,0.577,-12.033,0.0404,0.462,0.0,0.143,0.797,135.525
"Paei, Mas Teleiose Pia!...",Dimos Moutsis,Na!...,0.504,0.288,-13.936,0.0328,0.67,7.16e-05,0.0638,0.12,97.439
k. Proedre,Dimos Moutsis,Na!...,0.653,0.584,-11.267,0.0503,0.507,0.0,0.104,0.653,76.969
O Erotas Einai Panta Melancholikos,Dimos Moutsis,Na!...,0.27,0.287,-17.248,0.0636,0.603,5.55e-06,0.494,0.465,81.332
I Polis,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.413,0.42,-8.315,0.0407,0.674,0.0,0.131,0.194,117.925
Thema,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.338,0.386,-13.498,0.0321,0.663,0.473,0.29,0.211,107.474
Ki An O Ageras Fisa,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.171,0.4,-7.754,0.0312,0.745,2.05e-06,0.0795,0.252,66.736
Preveza,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.319,0.428,-11.4,0.0439,0.905,2.41e-06,0.386,0.401,160.672
Ine Palio To Limani,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.241,0.507,-5.953,0.0346,0.817,0.0,0.107,0.2,170.838
Idaniki Aftohires,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.323,0.259,-11.251,0.0387,0.9,5.62e-06,0.0772,0.115,94.052
Apelipen O Theos Adonion,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.274,0.359,-8.609,0.0315,0.86,0.0,0.0642,0.238,109.083
Pes Tis To M' Ena Gioukalili,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.377,0.437,-7.477,0.0324,0.643,0.0,0.134,0.422,98.092
Thalassa Tou Proiou,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.258,0.216,-16.154,0.0399,0.978,0.0198,0.13,0.0337,101.615
Meta Tin Itta,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.398,0.406,-7.991,0.0328,0.859,0.0,0.107,0.376,113.742
Thrinos Gia Ton Adoni,Dimos Moutsis,Tetralogia (30th Anniversary Edtion),0.389,0.502,-8.279,0.0342,0.902,0.00039,0.256,0.308,126.245
Otan Girisoun,Manolis Mitsias,To Dromologio,0.469,0.327,-13.594,0.0335,0.724,1.63e-05,0.157,0.593,125.411
San Ton Tse Gevara,Manolis Mitsias,To Dromologio,0.642,0.457,-12.501,0.0478,0.75,0.0,0.147,0.826,102.014
I Asimina,Manolis Mitsias,To Dromologio,0.687,0.479,-12.471,0.0351,0.494,0.0,0.371,0.946,104.785
Tris Amerikani,Manolis Mitsias,To Dromologio,0.514,0.232,-15.855,0.0362,0.709,0.0,0.118,0.447,109.796
Sto Agion Oros,Manolis Mitsias,To Dromologio,0.786,0.543,-11.978,0.0352,0.628,0.0,0.128,0.972,111.079
Pios Ehi Dakria Na Mou Dosi,Manolis Mitsias,To Dromologio,0.409,0.379,-13.891,0.0296,0.469,0.0,0.201,0.55,83.599
1922 (Anatoli Anatoli),Manolis Mitsias,To Dromologio,0.45,0.377,-13.507,0.045,0.73,5.66e-06,0.118,0.382,123.682
Makrini Tis Agapis Ora,Manolis Mitsias,To Dromologio,0.613,0.551,-11.137,0.0346,0.375,0.0,0.0749,0.801,97.145
Tragoudi Tou Filakismenou,Manolis Mitsias,To Dromologio,0.461,0.299,-13.208,0.0327,0.471,0.0,0.0817,0.6,130.494
I Ritores,Manolis Mitsias,To Dromologio,0.54,0.385,-11.162,0.0326,0.607,0.0,0.0903,0.447,106.404
Ellada - Ellada,Manolis Mitsias,To Dromologio,0.258,0.262,-16.864,0.0296,0.64,0.0,0.0881,0.352,78.944
Gramma Ap' Ti Legeona Ton Xenon,Various Artists,Fragma,0.365,0.333,-10.649,0.0268,0.899,0.000151,0.106,0.181,90.078
Horis Logia Se Dyo Kanalia,Various Artists,Fragma,0.202,0.294,-19.208,0.0527,0.269,0.444,0.0748,0.0389,84.828
Delenda Est,Various Artists,Fragma,0.442,0.582,-7.33,0.0316,0.517,0.0,0.287,0.508,99.098
Fragma,Various Artists,Fragma,0.299,0.313,-11.883,0.0309,0.237,8.95e-05,0.106,0.297,94.22
De Les Kouventa,Various Artists,Fragma,0.394,0.508,-7.054,0.028,0.567,7.16e-06,0.112,0.29,116.498
Kouventoules Me Ton Frount,Various Artists,Fragma,0.736,0.681,-7.9,0.117,0.794,0.0,0.176,0.802,90.828
Ston Idio Paranomasti,Various Artists,Fragma,0.646,0.516,-6.363,0.0286,0.528,0.0,0.0678,0.731,131.816
Ntalika,Various Artists,Fragma,0.693,0.859,-5.697,0.0362,0.65,1.9e-06,0.0528,0.946,167.131
Diadoseis,Various Artists,Fragma,0.714,0.628,-8.76,0.0576,0.361,0.0,0.0561,0.791,121.43
Finale,Various Artists,Fragma,0.442,0.577,-5.872,0.0306,0.3,0.00279,0.308,0.527,117.048
Vrehi O Theos,Stamatis Kokotas,Ta Hrisa Tragoudia Tou,0.522,0.418,-9.418,0.0321,0.581,0.0,0.132,0.469,111.389
Pires To Megalo Dromo,Stamatis Kokotas,Ta Hrisa Tragoudia Tou,0.438,0.331,-11.777,0.0335,0.816,6.43e-06,0.0969,0.433,123.722
Farmaki Ta Geramata,Stamatis Kokotas,Ta Hrisa Tragoudia Tou,0.587,0.414,-10.738,0.0418,0.664,8.2e-06,0.108,0.619,121.025
Mi Mou Htipas Ta Mesanihta Tin Porta,Stamatis Kokotas,Ta Hrisa Tragoudia Tou,0.342,0.301,-12.713,0.0311,0.0831,0.0,0.122,0.302,96.722
Rogmes,Dionisis Tsaknis,Alitis Keros,0.555,0.867,-11.366,0.048,0.221,0.00379,0.106,0.415,135.343
Mass Media,Dionisis Tsaknis,Alitis Keros,0.528,0.551,-11.62,0.0565,0.317,0.0,0.133,0.723,140.406
Se Vlepo Na Gelas,Dionisis Tsaknis,Alitis Keros,0.401,0.283,-15.992,0.0376,0.703,0.0,0.174,0.387,149.588
Diadromi,Dionisis Tsaknis,Alitis Keros,0.551,0.379,-15.643,0.0346,0.768,4.8e-05,0.136,0.572,148.119
Den Ime Edo,Dionisis Tsaknis,Alitis Keros,0.678,0.693,-12.212,0.0459,0.289,0.0,0.268,0.699,137.211
Noemvris 90,Dionisis Tsaknis,Alitis Keros,0.319,0.387,-14.677,0.0388,0.553,7.52e-05,0.0974,0.396,133.913
Apopse Zitao To Logo,Dionisis Tsaknis,Alitis Keros,0.695,0.427,-13.588,0.0445,0.439,0.000126,0.27,0.706,132.954
Panselinos Nihta,Dionisis Tsaknis,Alitis Keros,0.671,0.534,-12.627,0.0765,0.525,4.16e-06,0.155,0.767,86.71
Siopi Tou Marti,Dionisis Tsaknis,Alitis Keros,0.54,0.505,-13.227,0.0485,0.391,1.84e-05,0.0368,0.775,87.076
Monos San Omiros,Dionisis Tsaknis,Alitis Keros,0.418,0.282,-13.851,0.0265,0.749,0.0,0.102,0.121,107.109
To Epomeno Thima,Dionisis Tsaknis,Alitis Keros,0.719,0.45,-13.868,0.0307,0.648,0.000359,0.0769,0.35,133.959
Girizo Tis Plates Mou Sto Melon,Dionisis Tsaknis,Alitis Keros,0.662,0.386,-13.348,0.0361,0.752,0.0,0.0672,0.585,120.078
Ores Siopis,Dionisis Tsaknis,Alitis Keros,0.632,0.477,-12.961,0.0289,0.673,3.83e-06,0.103,0.525,76.806
Pehnidi Tis Mnimis,Dionisis Tsaknis,Alitis Keros,0.398,0.419,-13.701,0.0692,0.702,7.54e-06,0.168,0.369,50.505
Parastasi Gia Dio,Dionisis Tsaknis,Alitis Keros,0.814,0.247,-15.087,0.0448,0.711,1.18e-05,0.0804,0.628,118.021
Tha Giriso Theatis,Dionisis Tsaknis,Alitis Keros,0.665,0.478,-13.475,0.027,0.139,5.89e-05,0.132,0.628,125.203
O Kirios Monos,Dionisis Tsaknis,Alitis Keros,0.559,0.426,-11.559,0.0283,0.541,0.0,0.102,0.435,144.827
Adistasi Kata Tis Arhis,Dionisis Tsaknis,Alitis Keros,0.625,0.811,-12.546,0.0419,0.0926,4.41e-05,0.0757,0.739,166.917
Sta Paidia Pou Hrostao Ti Nioti Mou,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.495,0.672,-6.101,0.0352,0.115,8.26e-06,0.167,0.235,139.817
Xero Ti Symvainei Ta Vradia,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.707,0.603,-6.117,0.0319,0.64,0.000267,0.543,0.899,83.058
I Neraida Kai T' Agori,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.675,0.494,-7.43,0.0234,0.423,0.0,0.114,0.388,100.038
Megalos Erotas,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.602,0.635,-4.483,0.0266,0.00462,0.437,0.142,0.5,90.016
Nanourisma,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.237,0.199,-11.835,0.0358,0.911,0.000207,0.109,0.198,109.834
Paidikos Efialtis,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.641,0.916,-6.614,0.0352,0.00341,0.315,0.152,0.694,134.966
Oulaloum,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.413,0.42,-10.045,0.0297,0.744,0.000465,0.127,0.12,73.806
I Skia Mou,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.73,0.636,-5.202,0.0258,0.296,3.21e-05,0.228,0.35,114.043
To Vlema Tis Lypis,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.637,0.468,-6.918,0.026,0.628,1.15e-05,0.283,0.246,110.043
Fyge Apo Mena,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.661,0.875,-4.48,0.0838,0.213,0.000791,0.0564,0.79,88.004
Sto Fos Ton Asterion,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.372,0.595,-7.023,0.0318,0.0891,0.0229,0.117,0.376,84.6
Skotonoun T' Aloga Otan Gerasoun,Dionisis Tsaknis,Ti Gyreveis Ston Ypno Mou Patera,0.645,0.553,-7.927,0.0438,0.489,0.000745,0.121,0.11,139.888
Feggaria Skoteina,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.386,0.654,-7.394,0.039,0.264,1.32e-05,0.369,0.45,104.489
Mia Voutia,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.566,0.694,-6.831,0.027,0.255,0.0,0.118,0.484,94.987
Na Plirono,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.694,0.595,-7.03,0.0342,0.171,1.42e-06,0.0588,0.846,102.086
Ki Esy Argeis,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.628,0.418,-9.655,0.0295,0.0439,0.165,0.11,0.199,129.999
Listarhos Ntavelis,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.39,0.683,-8.034,0.062,0.438,1.35e-06,0.135,0.348,103.227
Peftei Hioni,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.567,0.463,-9.076,0.03,0.545,0.00181,0.11,0.301,119.871
Mia Petra Pou Kylaei,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.339,0.731,-7.495,0.0579,0.529,3.48e-06,0.11,0.494,159.825
Apo 'Do,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.363,0.463,-9.57,0.0351,0.064,0.000245,0.104,0.134,76.519
"Ela, E",Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.689,0.594,-9.345,0.0287,0.778,0.00292,0.103,0.758,95.005
Pio Psila,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.52,0.716,-6.946,0.0277,0.531,1.32e-06,0.351,0.503,94.039
Krymmenos Mystiko - To Hartomantilo,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.552,0.77,-6.212,0.0397,0.051,2.33e-06,0.122,0.565,116.108
Re Sy,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.542,0.35,-8.931,0.0302,0.00852,0.00971,0.0936,0.436,149.899
O Kyrios Francois Villion,Dionisis Tsaknis,Oi Filoi Mou Eimai Ego,0.466,0.644,-9.0,0.0395,0.0488,0.0699,0.103,0.316,180.004
Girizo Tis Plates Mou Sto Mellon,Dionisis Tsaknis,Ftene Ta Tragoudia,0.666,0.337,-13.947,0.0371,0.794,0.0,0.0841,0.528,119.991
Sto Vathos Kapiou Dromou Makrinou,Dionisis Tsaknis,Ftene Ta Tragoudia,0.418,0.31,-14.539,0.0413,0.729,0.0,0.0618,0.481,134.636
Monahikes Skepsis,Dionisis Tsaknis,Ftene Ta Tragoudia,0.582,0.315,-14.646,0.0308,0.393,0.0,0.089,0.544,175.138
Otan Tha Kitazo Esena,Dionisis Tsaknis,Horika Idata,0.686,0.431,-9.259,0.0411,0.765,0.0,0.237,0.57,109.897
Ta Horika Idata,Dionisis Tsaknis,Horika Idata,0.429,0.335,-9.89,0.0281,0.878,3.62e-06,0.287,0.239,99.899
Ta Maxairia,Dionisis Tsaknis,Horika Idata,0.639,0.451,-8.903,0.0332,0.471,0.0,0.142,0.502,95.816
Sta Heria Piges Tis Allinis,Dionisis Tsaknis,Horika Idata,0.751,0.322,-11.15,0.0322,0.77,0.000212,0.137,0.475,118.093
Mes Sto Theatro Tou Kosmou,Dionisis Tsaknis,Horika Idata,0.584,0.466,-9.461,0.0367,0.759,0.0,0.125,0.253,127.816
Karsilamas - Instrumental,Dionisis Tsaknis,Horika Idata,0.648,0.582,-8.728,0.028,0.455,0.251,0.352,0.771,124.912
Afigisi - Instrumental,Dionisis Tsaknis,Horika Idata,0.436,0.166,-12.919,0.0282,0.854,0.0178,0.168,0.205,84.976
Ipirotiki Anamnisi - Instrumental,Dionisis Tsaknis,Horika Idata,0.592,0.384,-10.186,0.0301,0.208,0.876,0.324,0.518,104.913
Otan Tha Kitazo Esena (Diask.1) - Instrumental,Dionisis Tsaknis,Horika Idata,0.72,0.38,-11.18,0.0367,0.748,0.0242,0.125,0.773,109.968
Mes Sto Theatro Tou Kosmou (Diask.1) - Instrumental,Dionisis Tsaknis,Horika Idata,0.387,0.115,-11.175,0.0311,0.971,0.774,0.109,0.257,99.714
Anekpliroti Agapi - Instrumental,Dionisis Tsaknis,Horika Idata,0.405,0.199,-13.458,0.0308,0.854,0.598,0.131,0.141,169.707
Horika Idata (Diask.1),Dionisis Tsaknis,Horika Idata,0.173,0.201,-10.108,0.0331,0.993,0.905,0.157,0.224,79.256
Otan Tha Kitazo Esena (Diask.2),Dionisis Tsaknis,Horika Idata,0.33,0.095,-10.343,0.0347,0.793,0.000104,0.11,0.521,117.985
Mes Sto Theatro Toy Kosmoy (Diask.2),Dionisis Tsaknis,Horika Idata,0.494,0.345,-9.47,0.0383,0.97,0.966,0.137,0.23,122.476
"Fantasia Gia Dio Kithares, Oboe Ke Orhistra",Dionisis Tsaknis,Horika Idata,0.399,0.183,-16.04,0.0351,0.87,0.875,0.114,0.152,114.019
Mi Fovase Moro Mou,Dionisis Tsaknis,To Trito Mati,0.399,0.372,-14.879,0.0325,0.562,0.231,0.115,0.411,71.175
To Trito Mati,Dionisis Tsaknis,To Trito Mati,0.681,0.534,-12.448,0.0312,0.738,0.025,0.324,0.968,147.287
I Axiotimos K. Keti,Dionisis Tsaknis,To Trito Mati,0.505,0.435,-13.212,0.0344,0.738,0.000107,0.126,0.594,138.576
To Pehnidi,Dionisis Tsaknis,To Trito Mati,0.453,0.318,-15.75,0.0303,0.873,0.248,0.126,0.58,132.633
Parimies,Dionisis Tsaknis,To Trito Mati,0.52,0.472,-13.203,0.0538,0.702,1.09e-05,0.0926,0.678,83.854
Giafto Sou Leo,Dionisis Tsaknis,To Trito Mati,0.597,0.434,-11.938,0.0519,0.623,0.00618,0.12,0.835,92.288
Monologi,Dionisis Tsaknis,To Trito Mati,0.677,0.522,-11.14,0.0618,0.533,1.22e-06,0.112,0.864,141.361
To Kormi Sou Thimame,Dionisis Tsaknis,To Trito Mati,0.461,0.303,-14.658,0.0353,0.731,0.0102,0.108,0.516,136.122
Revans,Dionisis Tsaknis,To Trito Mati,0.435,0.192,-14.561,0.0374,0.936,0.000184,0.321,0.284,131.108
Ehmalotos Tis Nihtas,Dionisis Tsaknis,To Trito Mati,0.558,0.299,-13.846,0.03,0.733,0.00359,0.254,0.215,117.082
Laleousa,Dionisis Tsaknis,Business Sta Valkania,0.251,0.308,-11.164,0.0306,0.617,0.0,0.111,0.326,176.615
I Anasa Ton Kimaton,Dionisis Tsaknis,Business Sta Valkania,0.263,0.215,-12.52,0.035,0.917,0.0114,0.0922,0.313,79.381
To Zeibekiko Tou Valkaniou,Dionisis Tsaknis,Business Sta Valkania,0.726,0.377,-14.707,0.0378,0.0627,0.579,0.114,0.14,115.796
